name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Mr. Evan Miller,21,Barcelona,True,High School,False,Electrical Engineering,Junior Developer,InnovaCorp,Bilbao,€1100-1300,Internship
David Mcpherson,23,Barcelona,True,Bachelor,True,Nursing,Nurse Assistant,GlobalBiz,Valencia,€900-1100,Full-time
Vanessa Boyer,20,Valencia,False,Master,False,Computer Science,Electrician Assistant,GlobalBiz,Logroño,€1100-1300,Part-time
Brian Lee,20,Zaragoza,False,Bachelor,False,Marketing,Marketing Intern,InnovaCorp,Valencia,€1300-1500,Internship
Katherine Rodriguez,25,Bilbao,True,High School,False,Graphic Design,Receptionist,InnovaCorp,Valencia,€900-1100,Part-time
Mathew Sweeney,19,Bilbao,True,Master,False,Business Administration,Junior Developer,GlobalBiz,Sevilla,€1300-1500,Full-time
Jason Brewer,18,Logroño,True,High School,True,Law,Graphic Designer,InnovaCorp,Zaragoza,€1100-1300,Part-time
Rick Williams,18,Logroño,False,Vocational Training,True,Business Administration,Sales Assistant,DesignHub,Bilbao,€1300-1500,Internship
David Frazier DDS,24,Sevilla,False,Vocational Training,False,Nursing,Nurse Assistant,GlobalBiz,Valencia,€1100-1300,Full-time
Ashley Davis,25,Zaragoza,False,Master,True,Electrical Engineering,Marketing Intern,GlobalBiz,Valencia,€1100-1300,Internship
Bruce Singh,21,Bilbao,False,Vocational Training,True,Nursing,Nurse Assistant,InnovaCorp,Barcelona,€1100-1300,Internship
Nichole Choi,24,Logroño,False,Vocational Training,False,Education,HR Assistant,MediCare,Logroño,€1300-1500,Full-time
Melissa Nichols,25,Barcelona,True,Master,True,Tourism,Electrician Assistant,MediCare,Barcelona,€1300-1500,Full-time
Marcus Johnson,18,Zaragoza,True,High School,True,Computer Science,Receptionist,InnovaCorp,Zaragoza,€1300-1500,Internship
Douglas Dickson,19,Bilbao,False,Vocational Training,True,Mechanical Engineering,Nurse Assistant,TechSolutions,Bilbao,€1300-1500,Full-time
Jodi Gordon,25,Bilbao,False,Master,True,Computer Science,Data Analyst,TechSolutions,Bilbao,€1300-1500,Part-time
Alicia Villa,22,Madrid,True,High School,False,Marketing,Sales Assistant,InnovaCorp,Barcelona,€1300-1500,Full-time
Henry Murphy PhD,22,Madrid,False,Bachelor,False,Graphic Design,Graphic Designer,MediCare,Bilbao,€900-1100,Full-time
Kelli James,21,Madrid,False,Bachelor,True,Computer Science,Data Analyst,MediCare,Bilbao,€1100-1300,Internship
Susan Logan,18,Zaragoza,False,Vocational Training,True,Electrical Engineering,Electrician Assistant,TravelX,Zaragoza,€900-1100,Full-time
Jacob Jimenez,18,Sevilla,False,Vocational Training,True,Law,Junior Developer,TechSolutions,Logroño,€1100-1300,Full-time
Joseph Estrada,18,Barcelona,True,Vocational Training,False,Computer Science,Receptionist,TechSolutions,Valencia,€900-1100,Full-time
James Cohen,21,Zaragoza,True,Master,False,Graphic Design,Data Analyst,TravelX,Logroño,€1100-1300,Internship
James Lewis,19,Valencia,False,Master,True,Business Administration,Data Analyst,TechSolutions,Logroño,€1100-1300,Part-time
Zachary George,25,Sevilla,False,Vocational Training,False,Education,Sales Assistant,DesignHub,Bilbao,€1300-1500,Part-time
Kathleen Hunt,19,Madrid,False,Bachelor,True,Business Administration,Data Analyst,MediCare,Logroño,€1300-1500,Internship
Alvin Carter,24,Madrid,True,Bachelor,False,Business Administration,HR Assistant,MediCare,Valencia,€1100-1300,Internship
Ashley Anderson,20,Sevilla,False,High School,True,Graphic Design,Data Analyst,TechSolutions,Madrid,€1100-1300,Full-time
Jonathan Love,19,Valencia,False,Bachelor,False,Computer Science,Receptionist,TechSolutions,Logroño,€1300-1500,Internship
Michael Gibson,20,Valencia,False,Master,True,Marketing,HR Assistant,MediCare,Barcelona,€900-1100,Internship
Ellen White,24,Sevilla,True,Bachelor,False,Nursing,Nurse Assistant,GlobalBiz,Barcelona,€1300-1500,Full-time
Mason Warren,25,Barcelona,False,Vocational Training,False,Business Administration,Sales Assistant,MediCare,Valencia,€1300-1500,Part-time
Kenneth Barry,23,Zaragoza,True,Master,False,Graphic Design,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Internship
Leah Jacobson,25,Valencia,False,Bachelor,True,Graphic Design,Graphic Designer,TravelX,Zaragoza,€900-1100,Part-time
Jeffrey Willis,24,Madrid,True,Bachelor,False,Tourism,Teacher Assistant,TravelX,Barcelona,€1300-1500,Full-time
Frances Conley,18,Zaragoza,False,Master,True,Electrical Engineering,Data Analyst,MediCare,Logroño,€1100-1300,Internship
Juan Stevens,22,Logroño,False,Vocational Training,False,Marketing,Sales Assistant,TechSolutions,Sevilla,€1300-1500,Part-time
Penny Liu,24,Logroño,True,Master,True,Tourism,Data Analyst,InnovaCorp,Logroño,€1300-1500,Part-time
John Maynard,20,Zaragoza,False,High School,False,Tourism,Data Analyst,TechSolutions,Madrid,€1100-1300,Internship
Barbara Young,21,Sevilla,True,Master,False,Graphic Design,Nurse Assistant,TechSolutions,Sevilla,€900-1100,Part-time
Randy Hopkins,24,Valencia,False,High School,True,Marketing,Sales Assistant,MediCare,Zaragoza,€900-1100,Full-time
Edward Obrien,25,Sevilla,False,Bachelor,False,Business Administration,Nurse Assistant,TechSolutions,Valencia,€900-1100,Full-time
Dustin Gonzalez,19,Logroño,True,High School,False,Business Administration,Sales Assistant,TravelX,Barcelona,€1300-1500,Internship
Sean Huang,23,Zaragoza,False,Master,False,Mechanical Engineering,Sales Assistant,InnovaCorp,Logroño,€1300-1500,Part-time
Joshua Fleming,24,Bilbao,False,High School,True,Electrical Engineering,Receptionist,TechSolutions,Logroño,€900-1100,Internship
Bobby Ross,22,Barcelona,False,High School,True,Education,Nurse Assistant,InnovaCorp,Sevilla,€900-1100,Part-time
Cynthia Hayden,25,Sevilla,True,Bachelor,False,Law,Nurse Assistant,GlobalBiz,Zaragoza,€1100-1300,Full-time
Lauren Dixon,20,Valencia,True,Bachelor,True,Marketing,Marketing Intern,GlobalBiz,Madrid,€900-1100,Part-time
Kimberly Henderson,20,Barcelona,False,Master,False,Law,Receptionist,InnovaCorp,Sevilla,€1300-1500,Full-time
Mrs. Adriana Horn,20,Barcelona,True,Vocational Training,False,Nursing,Nurse Assistant,MediCare,Bilbao,€900-1100,Part-time
Benjamin Wiggins,18,Zaragoza,False,Master,True,Mechanical Engineering,Electrician Assistant,TravelX,Logroño,€1100-1300,Part-time
Lauren Johnson,25,Barcelona,True,Master,False,Electrical Engineering,Teacher Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Kevin Graham,18,Valencia,True,Bachelor,True,Education,Teacher Assistant,TravelX,Logroño,€1100-1300,Full-time
Caitlin Liu,19,Zaragoza,False,High School,False,Education,Electrician Assistant,TechSolutions,Zaragoza,€1300-1500,Part-time
Bryan Baxter,21,Valencia,True,Master,True,Mechanical Engineering,Graphic Designer,GlobalBiz,Valencia,€900-1100,Part-time
Patricia Cox,19,Logroño,False,Vocational Training,True,Law,Teacher Assistant,DesignHub,Sevilla,€900-1100,Full-time
Teresa Woodward,20,Bilbao,False,Vocational Training,True,Computer Science,Junior Developer,TravelX,Bilbao,€900-1100,Part-time
Victoria Carter,22,Logroño,True,Bachelor,False,Education,Sales Assistant,MediCare,Madrid,€1100-1300,Full-time
Roberto Scott,20,Logroño,False,Vocational Training,True,Marketing,Sales Assistant,DesignHub,Sevilla,€1100-1300,Internship
Linda Peters,22,Madrid,True,Master,False,Electrical Engineering,Receptionist,TravelX,Logroño,€1100-1300,Full-time
Brent Hensley,23,Bilbao,True,Master,False,Tourism,Data Analyst,DesignHub,Sevilla,€1300-1500,Full-time
Laura Morrison,23,Sevilla,True,High School,False,Mechanical Engineering,Graphic Designer,GlobalBiz,Valencia,€1100-1300,Part-time
David Murphy,20,Madrid,True,Master,False,Computer Science,Graphic Designer,TechSolutions,Madrid,€900-1100,Part-time
Fernando Peck,25,Logroño,True,High School,False,Mechanical Engineering,HR Assistant,InnovaCorp,Zaragoza,€1100-1300,Internship
Sherri Turner,23,Logroño,True,Bachelor,True,Tourism,Junior Developer,MediCare,Logroño,€1100-1300,Full-time
Nicholas Aguilar,21,Madrid,True,Master,True,Business Administration,Data Analyst,TechSolutions,Barcelona,€1300-1500,Internship
Adam Hall,25,Zaragoza,True,High School,True,Tourism,Receptionist,DesignHub,Barcelona,€1100-1300,Internship
Melissa Johnson,21,Madrid,False,Master,True,Business Administration,Data Analyst,GlobalBiz,Barcelona,€1100-1300,Internship
Heather Harper,20,Logroño,True,High School,True,Law,Graphic Designer,GlobalBiz,Logroño,€900-1100,Full-time
Devin Cohen,20,Madrid,True,Master,False,Mechanical Engineering,Sales Assistant,TechSolutions,Bilbao,€1300-1500,Part-time
Luke Rodriguez,23,Barcelona,False,Master,False,Marketing,Data Analyst,InnovaCorp,Bilbao,€1300-1500,Full-time
David Pittman,22,Bilbao,True,High School,False,Mechanical Engineering,Receptionist,GlobalBiz,Logroño,€900-1100,Internship
Christopher Sullivan,25,Sevilla,True,Master,True,Mechanical Engineering,Electrician Assistant,TechSolutions,Valencia,€1100-1300,Internship
Jennifer Blevins,24,Logroño,True,Master,False,Education,Graphic Designer,TechSolutions,Madrid,€1300-1500,Internship
Jennifer Calhoun,18,Madrid,False,Bachelor,True,Computer Science,Data Analyst,DesignHub,Logroño,€1300-1500,Part-time
Mark Lam,24,Bilbao,True,Master,True,Education,Teacher Assistant,TechSolutions,Valencia,€900-1100,Full-time
Brian Gray,21,Bilbao,True,Vocational Training,False,Graphic Design,Graphic Designer,DesignHub,Sevilla,€1300-1500,Internship
Blake Mason,18,Madrid,False,Vocational Training,True,Graphic Design,Graphic Designer,GlobalBiz,Logroño,€1300-1500,Full-time
Robert Long,20,Logroño,True,High School,True,Marketing,Sales Assistant,MediCare,Valencia,€1300-1500,Full-time
Tiffany Lawrence,22,Logroño,False,Vocational Training,False,Marketing,Sales Assistant,TechSolutions,Valencia,€1100-1300,Part-time
David Tucker,19,Sevilla,False,Bachelor,True,Electrical Engineering,Junior Developer,MediCare,Zaragoza,€1300-1500,Internship
Tiffany Hunter,23,Bilbao,True,Vocational Training,False,Business Administration,Sales Assistant,DesignHub,Bilbao,€900-1100,Internship
David Mercer,18,Valencia,False,Vocational Training,True,Electrical Engineering,Junior Developer,InnovaCorp,Zaragoza,€900-1100,Full-time
William Atkinson,24,Sevilla,False,Vocational Training,False,Mechanical Engineering,HR Assistant,TechSolutions,Bilbao,€1100-1300,Internship
Christopher Bennett,18,Madrid,False,Vocational Training,True,Education,Data Analyst,MediCare,Zaragoza,€1100-1300,Part-time
Joshua Baird,23,Valencia,True,High School,False,Computer Science,HR Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Carla Russell,21,Sevilla,True,Master,False,Law,Electrician Assistant,InnovaCorp,Barcelona,€900-1100,Part-time
Erica Wagner,18,Valencia,True,Vocational Training,False,Computer Science,Receptionist,DesignHub,Logroño,€1100-1300,Internship
Mrs. Michelle Bowers MD,21,Madrid,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Madrid,€900-1100,Full-time
Brian Cantu,24,Bilbao,True,Bachelor,False,Business Administration,Electrician Assistant,InnovaCorp,Logroño,€1100-1300,Internship
Cory Dougherty,18,Valencia,False,Master,True,Mechanical Engineering,Nurse Assistant,MediCare,Logroño,€1300-1500,Part-time
Sandra Moore,23,Madrid,True,Master,False,Mechanical Engineering,Sales Assistant,TravelX,Madrid,€900-1100,Internship
Matthew Juarez,20,Sevilla,True,Master,False,Tourism,Electrician Assistant,GlobalBiz,Zaragoza,€900-1100,Part-time
Miguel Fisher,22,Madrid,True,Master,False,Business Administration,HR Assistant,DesignHub,Logroño,€1300-1500,Internship
Robert Robles,21,Logroño,True,Bachelor,True,Business Administration,Marketing Intern,MediCare,Bilbao,€900-1100,Full-time
Christian Wilson,22,Sevilla,False,Bachelor,True,Computer Science,Junior Developer,TechSolutions,Sevilla,€900-1100,Internship
Luke Welch,19,Barcelona,True,High School,True,Mechanical Engineering,Receptionist,GlobalBiz,Logroño,€1300-1500,Full-time
William Wilson,19,Madrid,True,Bachelor,True,Computer Science,Data Analyst,InnovaCorp,Madrid,€1100-1300,Internship
Jonathan Palmer,18,Bilbao,False,Master,True,Marketing,Receptionist,MediCare,Madrid,€1100-1300,Full-time
Jodi Tran,24,Barcelona,False,Vocational Training,False,Mechanical Engineering,HR Assistant,MediCare,Barcelona,€900-1100,Full-time
Luis Allen,21,Bilbao,False,Bachelor,False,Graphic Design,Graphic Designer,TechSolutions,Valencia,€1100-1300,Internship
William Ward,24,Zaragoza,True,Vocational Training,True,Education,Receptionist,DesignHub,Valencia,€1100-1300,Full-time
Tiffany Smith,25,Valencia,True,Bachelor,False,Graphic Design,Graphic Designer,GlobalBiz,Bilbao,€900-1100,Internship
Melissa David,22,Valencia,True,High School,False,Education,Sales Assistant,TechSolutions,Barcelona,€1300-1500,Internship
Noah Fisher,22,Zaragoza,False,High School,True,Law,Nurse Assistant,InnovaCorp,Barcelona,€900-1100,Full-time
Anthony White,23,Bilbao,True,Bachelor,True,Tourism,Teacher Assistant,InnovaCorp,Zaragoza,€1100-1300,Full-time
Molly Park,22,Madrid,True,Vocational Training,False,Computer Science,Marketing Intern,TravelX,Barcelona,€900-1100,Full-time
Randall Smith,25,Barcelona,True,High School,False,Law,Nurse Assistant,DesignHub,Barcelona,€1100-1300,Internship
Tina Webster,18,Zaragoza,False,Vocational Training,True,Business Administration,Sales Assistant,GlobalBiz,Logroño,€1300-1500,Part-time
Brandon Kerr,19,Barcelona,True,Bachelor,False,Tourism,Receptionist,DesignHub,Sevilla,€1300-1500,Part-time
Brian Nguyen,20,Zaragoza,True,Bachelor,True,Law,HR Assistant,GlobalBiz,Logroño,€1300-1500,Part-time
Robert Estrada,20,Sevilla,True,Vocational Training,True,Law,Sales Assistant,TravelX,Valencia,€1300-1500,Internship
Jay Davis,19,Logroño,True,Master,True,Tourism,Marketing Intern,GlobalBiz,Valencia,€900-1100,Full-time
Christopher Ruiz,19,Valencia,True,Bachelor,False,Computer Science,Marketing Intern,DesignHub,Madrid,€1100-1300,Part-time
Zachary Patterson,19,Sevilla,False,High School,True,Graphic Design,Sales Assistant,MediCare,Sevilla,€1100-1300,Part-time
Bethany Benton,24,Logroño,True,High School,False,Law,Sales Assistant,MediCare,Madrid,€900-1100,Part-time
Katelyn Frank,18,Madrid,False,Bachelor,False,Business Administration,Sales Assistant,MediCare,Barcelona,€1300-1500,Internship
Michael Taylor,19,Sevilla,True,Bachelor,False,Computer Science,Teacher Assistant,MediCare,Barcelona,€900-1100,Internship
Erica Patel,23,Logroño,False,Vocational Training,True,Graphic Design,Graphic Designer,GlobalBiz,Barcelona,€900-1100,Internship
Melissa Quinn,24,Valencia,True,Master,True,Computer Science,Data Analyst,TechSolutions,Valencia,€1300-1500,Full-time
Holly Gilbert,25,Barcelona,True,Vocational Training,True,Computer Science,Junior Developer,TechSolutions,Sevilla,€900-1100,Part-time
Laurie Orozco,24,Madrid,False,Master,False,Nursing,Sales Assistant,GlobalBiz,Sevilla,€1100-1300,Internship
Adam Montgomery,25,Sevilla,False,High School,False,Electrical Engineering,Marketing Intern,GlobalBiz,Bilbao,€900-1100,Internship
David Phillips,19,Sevilla,True,High School,False,Education,Electrician Assistant,TechSolutions,Zaragoza,€1100-1300,Full-time
Richard Brown,24,Valencia,True,Master,True,Electrical Engineering,Receptionist,DesignHub,Madrid,€1300-1500,Full-time
Melissa Douglas,20,Barcelona,True,High School,False,Marketing,Sales Assistant,InnovaCorp,Madrid,€1100-1300,Internship
Yvette Pacheco,24,Valencia,False,Vocational Training,True,Law,Data Analyst,TechSolutions,Sevilla,€1300-1500,Part-time
Roger Robinson,23,Zaragoza,False,Bachelor,False,Computer Science,Data Analyst,MediCare,Barcelona,€900-1100,Full-time
Kevin Fuller,19,Zaragoza,False,High School,True,Nursing,Receptionist,GlobalBiz,Sevilla,€1300-1500,Part-time
Anthony Robertson,25,Sevilla,True,High School,True,Nursing,Teacher Assistant,TravelX,Logroño,€1300-1500,Part-time
Matthew Gibson,18,Madrid,False,Master,False,Mechanical Engineering,HR Assistant,GlobalBiz,Madrid,€1100-1300,Part-time
Toni Barnett,22,Zaragoza,True,Bachelor,False,Business Administration,Sales Assistant,GlobalBiz,Logroño,€1100-1300,Part-time
Ashley Sullivan,22,Sevilla,True,Master,True,Mechanical Engineering,Receptionist,DesignHub,Sevilla,€1300-1500,Part-time
Darren Rivera,18,Logroño,False,Vocational Training,True,Nursing,Nurse Assistant,TravelX,Bilbao,€900-1100,Internship
Michael Williams,21,Madrid,False,Vocational Training,True,Mechanical Engineering,Junior Developer,GlobalBiz,Logroño,€900-1100,Part-time
David Hoffman,23,Logroño,True,Master,False,Business Administration,Marketing Intern,GlobalBiz,Sevilla,€1300-1500,Part-time
Derrick Huang,20,Barcelona,False,Master,False,Tourism,Data Analyst,GlobalBiz,Madrid,€1100-1300,Internship
Tracey Marquez,20,Logroño,True,Vocational Training,True,Mechanical Engineering,HR Assistant,DesignHub,Sevilla,€1300-1500,Internship
Jennifer Ayala,18,Bilbao,True,Master,True,Marketing,Marketing Intern,GlobalBiz,Bilbao,€1100-1300,Full-time
Carl Sawyer,22,Sevilla,False,Master,False,Tourism,Marketing Intern,MediCare,Valencia,€1300-1500,Full-time
Denise Mason,24,Logroño,False,High School,True,Education,Electrician Assistant,DesignHub,Bilbao,€1300-1500,Part-time
Jessica Walker,22,Valencia,False,High School,False,Business Administration,Sales Assistant,GlobalBiz,Valencia,€1300-1500,Full-time
Adrian Ruiz,22,Zaragoza,True,Vocational Training,True,Education,Junior Developer,TravelX,Sevilla,€1300-1500,Part-time
Michael Moody,20,Valencia,False,High School,False,Nursing,Receptionist,MediCare,Logroño,€900-1100,Full-time
Breanna Chang,21,Logroño,False,Bachelor,True,Education,Teacher Assistant,TravelX,Valencia,€900-1100,Full-time
Elizabeth Mcguire,20,Barcelona,False,Bachelor,True,Electrical Engineering,Junior Developer,DesignHub,Valencia,€1300-1500,Internship
Ian Frazier,21,Sevilla,False,Bachelor,True,Nursing,Nurse Assistant,GlobalBiz,Bilbao,€1100-1300,Part-time
Gary Martin,19,Bilbao,True,Master,True,Law,Graphic Designer,InnovaCorp,Bilbao,€900-1100,Full-time
